seed,target,success,path_len,sp_len,stretch,failure_reason
ASIL,URADL,False,10,3,inf,dead_end
ASIL,URADR,False,2,3,inf,dead_end
ASIL,URAVL,False,4,3,inf,dead_end
ASIL,URAVR,True,5,2,2.5,
ASIL,RMEL,False,2,3,inf,dead_end
ASIL,RMER,False,7,3,inf,dead_end
ASIL,RMED,True,6,2,3.0,
ASIL,RMEV,True,5,2,2.5,
ASIL,RMDDL,True,4,2,2.0,
ASIL,RMDDR,True,3,2,1.5,
ASIL,RMDL,True,4,2,2.0,
ASIL,RMDR,True,4,2,2.0,
ASIL,RMDVL,True,2,2,1.0,
ASIL,RMDVR,False,4,2,inf,dead_end
ASIL,RIVL,True,5,2,2.5,
ASIL,RIVR,False,4,2,inf,dead_end
ASIL,RMHL,True,5,2,2.5,
ASIL,RMHR,False,7,2,inf,dead_end
ASIL,SABD,True,2,2,1.0,
ASIL,SABVL,False,12,3,inf,dead_end
ASIL,SABVR,True,9,3,3.0,
ASIL,SMDDL,False,8,2,inf,dead_end
ASIL,SMDDR,True,2,2,1.0,
ASIL,SMDVL,True,2,2,1.0,
ASIL,SMDVR,True,6,2,3.0,
ASIL,SMBDL,True,3,2,1.5,
ASIL,SMBDR,True,2,2,1.0,
ASIL,SMBVL,True,4,2,2.0,
ASIL,SMBVR,True,2,2,1.0,
ASIL,SIBDL,True,8,2,4.0,
ASIL,SIBDR,True,3,3,1.0,
ASIL,SIBVL,True,5,3,1.6666666666666667,
ASIL,SIBVR,True,6,2,3.0,
ASIL,SIADL,True,9,2,4.5,
ASIL,SIADR,True,4,2,2.0,
ASIL,SIAVL,False,6,2,inf,dead_end
ASIL,SIAVR,True,6,2,3.0,
ASIL,DA01,False,8,3,inf,dead_end
ASIL,DA02,False,16,3,inf,dead_end
ASIL,DA03,False,16,3,inf,dead_end
ASIL,DA04,True,3,3,1.0,
ASIL,DA05,False,12,3,inf,dead_end
ASIL,DA06,False,12,3,inf,dead_end
ASIL,DA07,False,20,3,inf,dead_end
ASIL,DA08,True,3,3,1.0,
ASIL,DA09,True,4,3,1.3333333333333333,
ASIL,PDA,True,4,3,1.3333333333333333,
ASIL,DB01,False,16,3,inf,dead_end
ASIL,DB02,False,16,3,inf,dead_end
ASIL,DB03,False,12,3,inf,dead_end
ASIL,DB04,True,3,3,1.0,
ASIL,DB05,False,22,3,inf,dead_end
ASIL,DB06,False,18,3,inf,dead_end
ASIL,DB07,True,4,3,1.3333333333333333,
ASIL,AS01,False,16,3,inf,dead_end
ASIL,AS02,False,16,3,inf,dead_end
ASIL,AS03,False,16,3,inf,dead_end
ASIL,AS04,False,16,3,inf,dead_end
ASIL,AS05,False,16,3,inf,dead_end
ASIL,AS06,False,12,3,inf,dead_end
ASIL,AS07,False,19,3,inf,dead_end
ASIL,AS08,True,10,3,3.3333333333333335,
ASIL,AS09,False,7,4,inf,dead_end
ASIL,AS10,True,5,3,1.6666666666666667,
ASIL,AS11,True,5,3,1.6666666666666667,
ASIL,PDB,True,6,3,2.0,
ASIL,DD01,False,19,3,inf,dead_end
ASIL,DD02,False,16,3,inf,dead_end
ASIL,DD03,True,4,3,1.3333333333333333,
ASIL,DD04,False,13,4,inf,dead_end
ASIL,DD05,False,7,4,inf,dead_end
ASIL,DD06,True,3,3,1.0,
ASIL,VA01,False,19,3,inf,dead_end
ASIL,VA02,False,18,3,inf,dead_end
ASIL,VA03,False,16,3,inf,dead_end
ASIL,VA04,False,16,3,inf,dead_end
ASIL,VA05,False,16,3,inf,dead_end
ASIL,VA06,False,16,3,inf,dead_end
ASIL,VA07,False,16,3,inf,dead_end
ASIL,VA08,True,5,3,1.6666666666666667,
ASIL,VA09,False,9,3,inf,dead_end
ASIL,VA10,False,11,3,inf,dead_end
ASIL,VA11,True,5,3,1.6666666666666667,
ASIL,VA12,True,4,3,1.3333333333333333,
ASIL,VB01,True,14,3,4.666666666666667,
ASIL,VB02,False,16,2,inf,dead_end
ASIL,VB03,False,16,3,inf,dead_end
ASIL,VB04,False,16,3,inf,dead_end
ASIL,VB05,False,16,3,inf,dead_end
ASIL,VB06,False,11,3,inf,dead_end
ASIL,VB07,True,3,3,1.0,
ASIL,VB08,False,9,3,inf,dead_end
ASIL,VB09,False,9,3,inf,dead_end
ASIL,VB10,True,5,3,1.6666666666666667,
ASIL,VB11,True,6,3,2.0,
ASIL,VD01,True,4,3,1.3333333333333333,
ASIL,VD02,False,16,3,inf,dead_end
ASIL,VD03,False,16,3,inf,dead_end
ASIL,VD04,False,16,4,inf,dead_end
ASIL,VD05,False,16,3,inf,dead_end
ASIL,VD06,True,5,4,1.25,
ASIL,VD07,False,11,4,inf,dead_end
ASIL,VD08,False,9,4,inf,dead_end
ASIL,VD09,False,7,3,inf,dead_end
ASIL,VD10,False,9,4,inf,dead_end
ASIL,VD11,True,4,3,1.3333333333333333,
ASIL,VD12,True,4,3,1.3333333333333333,
ASIL,VD13,True,4,3,1.3333333333333333,
ASIL,HSNL,False,10,2,inf,dead_end
ASIL,HSNR,True,4,2,2.0,
ASIL,VC01,False,16,4,inf,dead_end
ASIL,VC02,False,15,3,inf,dead_end
ASIL,VC03,False,15,3,inf,dead_end
ASIL,VC04,False,16,3,inf,dead_end
ASIL,VC05,False,13,3,inf,dead_end
ASIL,VC06,False,22,3,inf,dead_end
ASIL,dBWML1,False,6,3,inf,dead_end
ASIL,dBWML2,False,6,3,inf,dead_end
ASIL,dBWML3,False,4,3,inf,dead_end
ASIL,dBWML4,False,4,3,inf,dead_end
ASIL,dBWML5,False,4,3,inf,dead_end
ASIL,dBWML6,False,4,3,inf,dead_end
ASIL,dBWML7,False,4,3,inf,dead_end
ASIL,dBWMR1,False,6,3,inf,dead_end
ASIL,dBWMR2,False,6,3,inf,dead_end
ASIL,dBWMR3,False,6,3,inf,dead_end
ASIL,dBWMR4,False,6,3,inf,dead_end
ASIL,dBWMR5,False,6,3,inf,dead_end
ASIL,dBWMR6,False,4,3,inf,dead_end
ASIL,dBWMR7,False,4,3,inf,dead_end
ASIL,vBWML1,False,4,3,inf,dead_end
ASIL,vBWML2,False,4,3,inf,dead_end
ASIL,vBWML3,False,4,3,inf,dead_end
ASIL,vBWML4,False,4,3,inf,dead_end
ASIL,vBWML5,False,4,3,inf,dead_end
ASIL,vBWML6,False,4,3,inf,dead_end
ASIL,vBWML7,False,4,2,inf,dead_end
ASIL,vBWMR1,False,1,3,inf,dead_end
ASIL,vBWMR2,False,11,3,inf,dead_end
ASIL,vBWMR3,True,10,2,5.0,
ASIL,vBWMR4,True,3,2,1.5,
ASIL,vBWMR5,False,4,2,inf,dead_end
ASIL,vBWMR6,True,2,2,1.0,
ASIL,vBWMR7,True,3,3,1.0,
ASIL,dBWML8,False,5,3,inf,dead_end
ASIL,dBWML9,False,19,3,inf,dead_end
ASIL,dBWML10,False,16,3,inf,dead_end
ASIL,dBWML11,False,16,3,inf,dead_end
ASIL,dBWML12,False,16,3,inf,dead_end
ASIL,dBWML13,True,4,3,1.3333333333333333,
ASIL,dBWML14,False,16,3,inf,dead_end
ASIL,dBWML15,False,6,3,inf,dead_end
ASIL,dBWML16,False,5,3,inf,dead_end
ASIL,dBWML17,True,4,4,1.0,
ASIL,dBWML18,True,4,4,1.0,
ASIL,dBWML19,True,4,4,1.0,
ASIL,dBWML20,True,4,4,1.0,
ASIL,dBWML21,True,4,4,1.0,
ASIL,dBWML22,True,5,4,1.25,
ASIL,dBWML23,True,7,4,1.75,
ASIL,dBWML24,False,8,4,inf,dead_end
ASIL,dBWMR8,False,4,3,inf,dead_end
ASIL,dBWMR9,False,19,3,inf,dead_end
ASIL,dBWMR10,False,16,3,inf,dead_end
ASIL,dBWMR11,False,16,3,inf,dead_end
ASIL,dBWMR12,False,16,3,inf,dead_end
ASIL,dBWMR13,True,4,3,1.3333333333333333,
ASIL,dBWMR14,True,14,3,4.666666666666667,
ASIL,dBWMR15,False,6,3,inf,dead_end
ASIL,dBWMR16,False,6,3,inf,dead_end
ASIL,dBWMR17,True,4,4,1.0,
ASIL,dBWMR18,True,4,4,1.0,
ASIL,dBWMR19,True,4,4,1.0,
ASIL,dBWMR20,True,4,4,1.0,
ASIL,dBWMR21,True,4,4,1.0,
ASIL,dBWMR22,False,7,4,inf,dead_end
ASIL,dBWMR23,True,6,4,1.5,
ASIL,dBWMR24,True,8,4,2.0,
ASIL,vBWML8,False,19,3,inf,dead_end
ASIL,vBWML9,True,2,2,1.0,
ASIL,vBWML10,True,3,3,1.0,
ASIL,vBWML11,True,4,3,1.3333333333333333,
ASIL,vBWML12,True,5,3,1.6666666666666667,
ASIL,vBWML13,True,6,3,2.0,
ASIL,vBWML14,True,7,3,2.3333333333333335,
ASIL,vBWML15,True,8,3,2.6666666666666665,
ASIL,vBWML16,True,6,3,2.0,
ASIL,vBWML17,True,4,4,1.0,
ASIL,vBWML18,False,8,4,inf,dead_end
ASIL,vBWML19,False,9,4,inf,dead_end
ASIL,vBWML20,False,9,4,inf,dead_end
ASIL,vBWML21,False,9,4,inf,dead_end
ASIL,vBWML22,False,6,3,inf,dead_end
ASIL,vBWML23,False,4,4,inf,dead_end
ASIL,vBWMR8,True,3,2,1.5,
ASIL,vBWMR9,True,4,3,1.3333333333333333,
ASIL,vBWMR10,True,5,3,1.6666666666666667,
ASIL,vBWMR11,True,6,3,2.0,
ASIL,vBWMR12,False,16,3,inf,dead_end
ASIL,vBWMR13,False,16,3,inf,dead_end
ASIL,vBWMR14,False,16,3,inf,dead_end
ASIL,vBWMR15,False,16,3,inf,dead_end
ASIL,vBWMR16,False,16,3,inf,dead_end
ASIL,vBWMR17,True,4,4,1.0,
ASIL,vBWMR18,False,8,4,inf,dead_end
ASIL,vBWMR19,False,6,4,inf,dead_end
ASIL,vBWMR20,True,5,3,1.6666666666666667,
ASIL,vBWMR21,True,6,4,1.5,
ASIL,vBWMR22,True,5,3,1.6666666666666667,
ASIL,vBWMR23,False,6,4,inf,dead_end
ASIL,vBWMR24,False,4,4,inf,dead_end
ASIL,CEPshDL,True,11,2,5.5,
ASIL,CEPshDR,False,1,4,inf,dead_end
ASIL,CEPshVL,True,1,1,1.0,
ASIL,CEPshVR,True,2,2,1.0,
ASIL,GLRDL,False,6,3,inf,dead_end
ASIL,GLRDR,False,6,3,inf,dead_end
ASIL,GLRL,False,7,3,inf,dead_end
ASIL,GLRR,False,2,3,inf,dead_end
ASIL,GLRVL,False,6,3,inf,dead_end
ASIL,GLRVR,True,2,2,1.0,
ASIL,CANL,True,4,4,1.0,
ASIL,CANR,False,11,4,inf,dead_end
ASIL,exc_cell,False,9,4,inf,dead_end
ASIL,exc_gl,True,2,2,1.0,
ASIL,hmc,True,4,3,1.3333333333333333,
ASIL,hyp,True,3,2,1.5,
ASIL,int,False,11,4,inf,dead_end
ASIL,mu_intL,False,7,4,inf,dead_end
ASIL,mu_intR,False,8,3,inf,dead_end
ASIL,mu_anal,False,8,3,inf,dead_end
ASIL,mu_sph,False,6,3,inf,dead_end
ASIL,vm2AL,False,16,3,inf,dead_end
ASIL,vm2AR,False,15,3,inf,dead_end
ASIL,vm1AL,False,16,4,inf,dead_end
ASIL,vm1AR,False,16,4,inf,dead_end
ASIL,vm1PL,False,16,5,inf,dead_end
ASIL,vm1PR,False,16,5,inf,dead_end
ASIL,vm2PL,False,16,3,inf,dead_end
ASIL,vm2PR,False,16,3,inf,dead_end
ASIR,URADL,False,1,4,inf,dead_end
ASIR,URADR,False,1,3,inf,dead_end
ASIR,URAVL,False,1,3,inf,dead_end
ASIR,URAVR,False,1,2,inf,dead_end
ASIR,RMEL,False,1,3,inf,dead_end
ASIR,RMER,False,1,3,inf,dead_end
ASIR,RMED,False,1,3,inf,dead_end
ASIR,RMEV,False,1,3,inf,dead_end
ASIR,RMDDL,False,1,3,inf,dead_end
ASIR,RMDDR,False,1,2,inf,dead_end
ASIR,RMDL,False,1,3,inf,dead_end
ASIR,RMDR,True,5,3,1.6666666666666667,
ASIR,RMDVL,False,1,3,inf,dead_end
ASIR,RMDVR,False,1,3,inf,dead_end
ASIR,RIVL,False,1,2,inf,dead_end
ASIR,RIVR,False,1,2,inf,dead_end
ASIR,RMHL,False,1,3,inf,dead_end
ASIR,RMHR,False,1,2,inf,dead_end
ASIR,SABD,True,9,3,3.0,
ASIR,SABVL,False,5,3,inf,dead_end
ASIR,SABVR,True,19,3,6.333333333333333,
ASIR,SMDDL,True,2,2,1.0,
ASIR,SMDDR,True,3,2,1.5,
ASIR,SMDVL,True,2,2,1.0,
ASIR,SMDVR,True,6,3,2.0,
ASIR,SMBDL,True,5,3,1.6666666666666667,
ASIR,SMBDR,True,4,3,1.3333333333333333,
ASIR,SMBVL,False,6,3,inf,dead_end
ASIR,SMBVR,True,5,2,2.5,
ASIR,SIBDL,True,2,2,1.0,
ASIR,SIBDR,True,2,2,1.0,
ASIR,SIBVL,True,3,2,1.5,
ASIR,SIBVR,True,3,3,1.0,
ASIR,SIADL,True,2,2,1.0,
ASIR,SIADR,True,3,3,1.0,
ASIR,SIAVL,True,2,2,1.0,
ASIR,SIAVR,True,5,2,2.5,
ASIR,DA01,False,5,3,inf,dead_end
ASIR,DA02,False,3,3,inf,dead_end
ASIR,DA03,False,3,3,inf,dead_end
ASIR,DA04,False,3,3,inf,dead_end
ASIR,DA05,False,3,3,inf,dead_end
ASIR,DA06,False,3,3,inf,dead_end
ASIR,DA07,False,3,3,inf,dead_end
ASIR,DA08,False,3,3,inf,dead_end
ASIR,DA09,False,3,3,inf,dead_end
ASIR,PDA,False,3,3,inf,dead_end
ASIR,DB01,False,3,3,inf,dead_end
ASIR,DB02,False,3,3,inf,dead_end
ASIR,DB03,False,3,3,inf,dead_end
ASIR,DB04,False,3,3,inf,dead_end
ASIR,DB05,False,3,3,inf,dead_end
ASIR,DB06,False,3,3,inf,dead_end
ASIR,DB07,False,3,3,inf,dead_end
ASIR,AS01,False,3,3,inf,dead_end
ASIR,AS02,False,3,3,inf,dead_end
ASIR,AS03,False,3,3,inf,dead_end
ASIR,AS04,False,3,3,inf,dead_end
ASIR,AS05,False,3,3,inf,dead_end
ASIR,AS06,False,3,3,inf,dead_end
ASIR,AS07,False,3,3,inf,dead_end
ASIR,AS08,False,3,3,inf,dead_end
ASIR,AS09,False,2,3,inf,dead_end
ASIR,AS10,False,3,3,inf,dead_end
ASIR,AS11,False,3,3,inf,dead_end
ASIR,PDB,False,3,3,inf,dead_end
ASIR,DD01,False,3,3,inf,dead_end
ASIR,DD02,False,3,3,inf,dead_end
ASIR,DD03,False,3,4,inf,dead_end
ASIR,DD04,False,3,4,inf,dead_end
ASIR,DD05,False,3,4,inf,dead_end
ASIR,DD06,False,3,3,inf,dead_end
ASIR,VA01,False,21,3,inf,dead_end
ASIR,VA02,False,3,3,inf,dead_end
ASIR,VA03,False,3,3,inf,dead_end
ASIR,VA04,False,3,3,inf,dead_end
ASIR,VA05,False,3,3,inf,dead_end
ASIR,VA06,False,3,3,inf,dead_end
ASIR,VA07,False,3,3,inf,dead_end
ASIR,VA08,False,3,3,inf,dead_end
ASIR,VA09,False,3,3,inf,dead_end
ASIR,VA10,False,3,3,inf,dead_end
ASIR,VA11,False,3,3,inf,dead_end
ASIR,VA12,False,3,3,inf,dead_end
ASIR,VB01,True,2,2,1.0,
ASIR,VB02,False,3,3,inf,dead_end
ASIR,VB03,False,3,3,inf,dead_end
ASIR,VB04,False,3,3,inf,dead_end
ASIR,VB05,False,3,3,inf,dead_end
ASIR,VB06,False,3,3,inf,dead_end
ASIR,VB07,False,3,3,inf,dead_end
ASIR,VB08,False,3,3,inf,dead_end
ASIR,VB09,False,3,3,inf,dead_end
ASIR,VB10,False,3,3,inf,dead_end
ASIR,VB11,False,3,3,inf,dead_end
ASIR,VD01,False,3,3,inf,dead_end
ASIR,VD02,False,3,3,inf,dead_end
ASIR,VD03,False,3,3,inf,dead_end
ASIR,VD04,False,3,4,inf,dead_end
ASIR,VD05,False,3,4,inf,dead_end
ASIR,VD06,False,3,4,inf,dead_end
ASIR,VD07,False,3,4,inf,dead_end
ASIR,VD08,False,3,4,inf,dead_end
ASIR,VD09,False,3,3,inf,dead_end
ASIR,VD10,False,3,4,inf,dead_end
ASIR,VD11,False,3,3,inf,dead_end
ASIR,VD12,False,3,3,inf,dead_end
ASIR,VD13,False,3,3,inf,dead_end
ASIR,HSNL,False,3,2,inf,dead_end
ASIR,HSNR,False,3,2,inf,dead_end
ASIR,VC01,False,3,3,inf,dead_end
ASIR,VC02,False,3,3,inf,dead_end
ASIR,VC03,False,3,3,inf,dead_end
ASIR,VC04,False,3,3,inf,dead_end
ASIR,VC05,False,3,3,inf,dead_end
ASIR,VC06,False,3,3,inf,dead_end
ASIR,dBWML1,False,1,3,inf,dead_end
ASIR,dBWML2,False,1,3,inf,dead_end
ASIR,dBWML3,False,1,3,inf,dead_end
ASIR,dBWML4,False,1,3,inf,dead_end
ASIR,dBWML5,False,1,3,inf,dead_end
ASIR,dBWML6,False,1,3,inf,dead_end
ASIR,dBWML7,False,4,3,inf,dead_end
ASIR,dBWMR1,False,1,3,inf,dead_end
ASIR,dBWMR2,False,1,3,inf,dead_end
ASIR,dBWMR3,False,1,3,inf,dead_end
ASIR,dBWMR4,False,1,3,inf,dead_end
ASIR,dBWMR5,False,1,3,inf,dead_end
ASIR,dBWMR6,False,1,3,inf,dead_end
ASIR,dBWMR7,False,1,3,inf,dead_end
ASIR,vBWML1,False,1,3,inf,dead_end
ASIR,vBWML2,False,1,3,inf,dead_end
ASIR,vBWML3,False,1,3,inf,dead_end
ASIR,vBWML4,False,1,3,inf,dead_end
ASIR,vBWML5,False,1,3,inf,dead_end
ASIR,vBWML6,False,1,3,inf,dead_end
ASIR,vBWML7,True,3,3,1.0,
ASIR,vBWMR1,False,1,3,inf,dead_end
ASIR,vBWMR2,False,1,3,inf,dead_end
ASIR,vBWMR3,False,1,2,inf,dead_end
ASIR,vBWMR4,False,1,3,inf,dead_end
ASIR,vBWMR5,False,1,2,inf,dead_end
ASIR,vBWMR6,False,1,3,inf,dead_end
ASIR,vBWMR7,False,1,3,inf,dead_end
ASIR,dBWML8,False,4,3,inf,dead_end
ASIR,dBWML9,False,20,3,inf,dead_end
ASIR,dBWML10,False,18,3,inf,dead_end
ASIR,dBWML11,False,3,3,inf,dead_end
ASIR,dBWML12,False,3,3,inf,dead_end
ASIR,dBWML13,False,3,3,inf,dead_end
ASIR,dBWML14,False,3,3,inf,dead_end
ASIR,dBWML15,False,3,3,inf,dead_end
ASIR,dBWML16,False,3,3,inf,dead_end
ASIR,dBWML17,False,2,4,inf,dead_end
ASIR,dBWML18,False,2,4,inf,dead_end
ASIR,dBWML19,False,2,4,inf,dead_end
ASIR,dBWML20,False,2,4,inf,dead_end
ASIR,dBWML21,False,2,4,inf,dead_end
ASIR,dBWML22,False,2,4,inf,dead_end
ASIR,dBWML23,False,2,4,inf,dead_end
ASIR,dBWML24,False,2,4,inf,dead_end
ASIR,dBWMR8,False,4,3,inf,dead_end
ASIR,dBWMR9,False,20,3,inf,dead_end
ASIR,dBWMR10,False,3,3,inf,dead_end
ASIR,dBWMR11,False,3,3,inf,dead_end
ASIR,dBWMR12,False,3,3,inf,dead_end
ASIR,dBWMR13,False,3,3,inf,dead_end
ASIR,dBWMR14,False,3,3,inf,dead_end
ASIR,dBWMR15,False,3,3,inf,dead_end
ASIR,dBWMR16,False,3,3,inf,dead_end
ASIR,dBWMR17,False,2,4,inf,dead_end
ASIR,dBWMR18,False,2,4,inf,dead_end
ASIR,dBWMR19,False,2,4,inf,dead_end
ASIR,dBWMR20,False,2,4,inf,dead_end
ASIR,dBWMR21,False,2,4,inf,dead_end
ASIR,dBWMR22,False,2,4,inf,dead_end
ASIR,dBWMR23,False,2,4,inf,dead_end
ASIR,dBWMR24,False,2,4,inf,dead_end
ASIR,vBWML8,True,3,3,1.0,
ASIR,vBWML9,True,3,3,1.0,
ASIR,vBWML10,False,3,3,inf,dead_end
ASIR,vBWML11,False,3,3,inf,dead_end
ASIR,vBWML12,False,3,3,inf,dead_end
ASIR,vBWML13,False,3,3,inf,dead_end
ASIR,vBWML14,False,3,3,inf,dead_end
ASIR,vBWML15,False,3,3,inf,dead_end
ASIR,vBWML16,False,3,3,inf,dead_end
ASIR,vBWML17,False,3,4,inf,dead_end
ASIR,vBWML18,False,3,4,inf,dead_end
ASIR,vBWML19,False,3,4,inf,dead_end
ASIR,vBWML20,False,3,4,inf,dead_end
ASIR,vBWML21,False,3,4,inf,dead_end
ASIR,vBWML22,False,2,3,inf,dead_end
ASIR,vBWML23,False,2,4,inf,dead_end
ASIR,vBWMR8,False,4,2,inf,dead_end
ASIR,vBWMR9,True,5,3,1.6666666666666667,
ASIR,vBWMR10,False,3,3,inf,dead_end
ASIR,vBWMR11,False,3,3,inf,dead_end
ASIR,vBWMR12,False,3,3,inf,dead_end
ASIR,vBWMR13,False,3,3,inf,dead_end
ASIR,vBWMR14,False,3,3,inf,dead_end
ASIR,vBWMR15,False,3,3,inf,dead_end
ASIR,vBWMR16,False,3,3,inf,dead_end
ASIR,vBWMR17,False,3,4,inf,dead_end
ASIR,vBWMR18,False,3,4,inf,dead_end
ASIR,vBWMR19,False,2,4,inf,dead_end
ASIR,vBWMR20,False,3,3,inf,dead_end
ASIR,vBWMR21,False,3,4,inf,dead_end
ASIR,vBWMR22,False,3,4,inf,dead_end
ASIR,vBWMR23,False,2,4,inf,dead_end
ASIR,vBWMR24,False,2,4,inf,dead_end
ASIR,CEPshDL,True,11,3,3.6666666666666665,
ASIR,CEPshDR,False,1,4,inf,dead_end
ASIR,CEPshVL,True,7,3,2.3333333333333335,
ASIR,CEPshVR,True,1,1,1.0,
ASIR,GLRDL,False,1,3,inf,dead_end
ASIR,GLRDR,False,1,3,inf,dead_end
ASIR,GLRL,False,1,3,inf,dead_end
ASIR,GLRR,False,1,3,inf,dead_end
ASIR,GLRVL,False,1,3,inf,dead_end
ASIR,GLRVR,False,1,3,inf,dead_end
ASIR,CANL,True,5,4,1.25,
ASIR,CANR,True,5,4,1.25,
ASIR,exc_cell,True,5,4,1.25,
ASIR,exc_gl,False,8,3,inf,dead_end
ASIR,hmc,True,4,3,1.3333333333333333,
ASIR,hyp,True,1,1,1.0,
ASIR,int,False,3,4,inf,dead_end
ASIR,mu_intL,False,2,4,inf,dead_end
ASIR,mu_intR,True,2,2,1.0,
ASIR,mu_anal,True,2,2,1.0,
ASIR,mu_sph,True,2,2,1.0,
ASIR,vm2AL,False,3,3,inf,dead_end
ASIR,vm2AR,False,3,3,inf,dead_end
ASIR,vm1AL,False,2,4,inf,dead_end
ASIR,vm1AR,False,2,4,inf,dead_end
ASIR,vm1PL,False,2,5,inf,dead_end
ASIR,vm1PR,False,2,5,inf,dead_end
ASIR,vm2PL,False,3,3,inf,dead_end
ASIR,vm2PR,False,3,3,inf,dead_end
ASJL,URADL,False,9,2,inf,dead_end
ASJL,URADR,False,3,3,inf,dead_end
ASJL,URAVL,True,2,2,1.0,
ASJL,URAVR,True,3,3,1.0,
ASJL,RMEL,False,3,3,inf,dead_end
ASJL,RMER,True,2,2,1.0,
ASJL,RMED,True,3,3,1.0,
ASJL,RMEV,True,2,2,1.0,
ASJL,RMDDL,True,3,2,1.5,
ASJL,RMDDR,True,5,2,2.5,
ASJL,RMDL,True,2,2,1.0,
ASJL,RMDR,True,2,2,1.0,
ASJL,RMDVL,True,5,2,2.5,
ASJL,RMDVR,False,4,3,inf,dead_end
ASJL,RIVL,True,3,2,1.5,
ASJL,RIVR,False,10,3,inf,dead_end
ASJL,RMHL,True,3,2,1.5,
ASJL,RMHR,False,4,2,inf,dead_end
ASJL,SABD,True,12,2,6.0,
ASJL,SABVL,False,9,3,inf,dead_end
ASJL,SABVR,True,30,2,15.0,
ASJL,SMDDL,True,2,2,1.0,
ASJL,SMDDR,True,1,1,1.0,
ASJL,SMDVL,True,2,2,1.0,
ASJL,SMDVR,True,7,3,2.3333333333333335,
ASJL,SMBDL,True,3,3,1.0,
ASJL,SMBDR,True,2,2,1.0,
ASJL,SMBVL,True,5,3,1.6666666666666667,
ASJL,SMBVR,True,5,3,1.6666666666666667,
ASJL,SIBDL,True,10,3,3.3333333333333335,
ASJL,SIBDR,True,2,2,1.0,
ASJL,SIBVL,True,6,3,2.0,
ASJL,SIBVR,True,3,3,1.0,
ASJL,SIADL,True,11,3,3.6666666666666665,
ASJL,SIADR,True,2,2,1.0,
ASJL,SIAVL,False,3,3,inf,dead_end
ASJL,SIAVR,True,7,3,2.3333333333333335,
ASJL,DA01,False,21,3,inf,dead_end
ASJL,DA02,False,17,3,inf,dead_end
ASJL,DA03,False,16,3,inf,dead_end
ASJL,DA04,False,17,3,inf,dead_end
ASJL,DA05,True,2,2,1.0,
ASJL,DA06,True,2,2,1.0,
ASJL,DA07,False,19,3,inf,dead_end
ASJL,DA08,True,2,2,1.0,
ASJL,DA09,True,3,3,1.0,
ASJL,PDA,True,3,3,1.0,
ASJL,DB01,False,16,3,inf,dead_end
ASJL,DB02,False,16,4,inf,dead_end
ASJL,DB03,False,16,3,inf,dead_end
ASJL,DB04,True,8,3,2.6666666666666665,
ASJL,DB05,False,24,2,inf,dead_end
ASJL,DB06,False,17,3,inf,dead_end
ASJL,DB07,True,3,3,1.0,
ASJL,AS01,False,23,3,inf,dead_end
ASJL,AS02,False,17,3,inf,dead_end
ASJL,AS03,False,14,3,inf,dead_end
ASJL,AS04,False,14,4,inf,dead_end
ASJL,AS05,True,2,2,1.0,
ASJL,AS06,False,13,3,inf,dead_end
ASJL,AS07,False,18,3,inf,dead_end
ASJL,AS08,False,4,3,inf,dead_end
ASJL,AS09,False,6,4,inf,dead_end
ASJL,AS10,True,4,3,1.3333333333333333,
ASJL,AS11,True,4,3,1.3333333333333333,
ASJL,PDB,True,5,3,1.6666666666666667,
ASJL,DD01,False,17,3,inf,dead_end
ASJL,DD02,False,11,3,inf,dead_end
ASJL,DD03,True,3,3,1.0,
ASJL,DD04,False,13,3,inf,dead_end
ASJL,DD05,False,6,3,inf,dead_end
ASJL,DD06,True,2,2,1.0,
ASJL,VA01,True,3,3,1.0,
ASJL,VA02,False,16,3,inf,dead_end
ASJL,VA03,False,17,3,inf,dead_end
ASJL,VA04,False,16,3,inf,dead_end
ASJL,VA05,True,3,3,1.0,
ASJL,VA06,True,2,2,1.0,
ASJL,VA07,False,10,4,inf,dead_end
ASJL,VA08,False,8,4,inf,dead_end
ASJL,VA09,False,8,3,inf,dead_end
ASJL,VA10,False,11,3,inf,dead_end
ASJL,VA11,True,4,3,1.3333333333333333,
ASJL,VA12,True,3,3,1.0,
ASJL,VB01,True,3,3,1.0,
ASJL,VB02,False,15,3,inf,dead_end
ASJL,VB03,False,11,4,inf,dead_end
ASJL,VB04,False,11,3,inf,dead_end
ASJL,VB05,False,11,3,inf,dead_end
ASJL,VB06,False,11,3,inf,dead_end
ASJL,VB07,False,10,4,inf,dead_end
ASJL,VB08,False,8,4,inf,dead_end
ASJL,VB09,False,8,4,inf,dead_end
ASJL,VB10,True,5,4,1.25,
ASJL,VB11,True,4,4,1.0,
ASJL,VD01,False,16,2,inf,dead_end
ASJL,VD02,False,16,3,inf,dead_end
ASJL,VD03,False,11,3,inf,dead_end
ASJL,VD04,False,11,3,inf,dead_end
ASJL,VD05,False,11,3,inf,dead_end
ASJL,VD06,False,10,3,inf,dead_end
ASJL,VD07,False,8,3,inf,dead_end
ASJL,VD08,False,8,3,inf,dead_end
ASJL,VD09,False,8,3,inf,dead_end
ASJL,VD10,False,8,3,inf,dead_end
ASJL,VD11,True,5,3,1.6666666666666667,
ASJL,VD12,True,3,3,1.0,
ASJL,VD13,True,4,3,1.3333333333333333,
ASJL,HSNL,True,1,1,1.0,
