alpha,seed,target,cost
0.5,hyp,PVCR,inf
0.5,hyp,ADEL,inf
0.5,hyp,RIAR,inf
0.5,hyp,AVDR,inf
0.5,hyp,AVG,inf
0.5,hyp,SMBDR,inf
0.5,hyp,RMGL,inf
0.5,hyp,AVAR,inf
0.5,hyp,VC03,inf
0.5,hyp,HSNL,inf
0.5,hyp,HSNR,inf
0.5,hyp,DVA,inf
0.5,hyp,RIAL,inf
0.5,hyp,SMDDL,inf
0.5,hyp,SMDVR,inf
0.5,hyp,AVAL,inf
0.5,hyp,PVCL,inf
0.5,hyp,SMBVL,inf
0.5,hyp,RMGR,inf
0.5,hyp,PVNR,inf
0.5,hyp,SMBVR,inf
0.5,hyp,RMDL,inf
0.5,hyp,RIH,inf
0.5,hyp,PVNL,inf
0.5,hyp,PVR,inf
0.5,hyp,SMDVL,inf
0.5,AVAR,SMDDR,1.1018438278146956
0.5,AVAR,AVFL,1.4529108338973666
0.5,AVAR,CEPDL,1.4509732605024874
0.5,AVAR,URADL,1.2980375046293848
0.5,AVAR,PVCR,0.07334416818129338
0.5,AVAR,ADEL,1.5882960325204378
0.5,AVAR,RIAR,0.8856156183075508
0.5,AVAR,AVDR,0.45818396710061604
0.5,AVAR,AVG,0.7057110190227375
0.5,AVAR,SMBDR,0.7415489705145029
0.5,AVAR,RMGL,1.2055105109647983
0.5,AVAR,AVAR,0.0
0.5,AVAR,VC03,0.697011606964977
0.5,AVAR,HSNL,1.4969127020962956
0.5,AVAR,HSNR,1.1116884222989278
0.5,AVAR,DVA,0.34121564569766105
0.5,AVAR,RIAL,0.8018294998114806
0.5,AVAR,SMDDL,0.7442080712440773
0.5,AVAR,SMDVR,0.9409157808657439
0.5,AVAR,AVAL,0.1634896762372519
0.5,AVAR,PVCL,0.08531954452294008
0.5,AVAR,SMBVL,0.9767207813416996
0.5,AVAR,RMGR,1.071563806954111
0.5,AVAR,PVNR,0.7770988366325056
0.5,AVAR,SMBVR,0.48933956435009063
0.5,AVAR,RMDL,1.0410106973998252
0.5,AVAR,RIH,1.5397104827066213
0.5,AVAR,PVNL,1.1799886803795923
0.5,AVAR,PVR,0.6894434808430814
0.5,AVAR,SMDVL,1.0176198550656714
0.5,AVEL,SMDDR,1.392771111743535
0.5,AVEL,AVFL,1.6019356518096879
0.5,AVEL,CEPDL,1.4124429964591374
0.5,AVEL,URADL,1.451982548263731
0.5,AVEL,PVCR,0.28290700978866756
0.5,AVEL,ADEL,1.797858874127812
0.5,AVEL,RIAR,1.0395606619418967
0.5,AVEL,AVDR,0.6122339387634875
0.5,AVEL,AVG,0.8547358369350587
0.5,AVEL,SMBDR,0.8954940141488488
0.5,AVEL,RMGL,0.8478668121305012
0.5,AVEL,AVAR,0.2909272839288394
0.5,AVEL,VC03,0.9065744485723513
0.5,AVEL,HSNL,1.6459375200086168
0.5,AVEL,HSNR,1.2690821515009305
0.5,AVEL,DVA,0.49516068933200696
0.5,AVEL,RIAL,0.810200055210217
0.5,AVEL,SMDDL,1.0351353551729168
0.5,AVEL,SMDVR,1.0969827373609804
0.5,AVEL,AVAL,0.17186023163598826
0.5,AVEL,PVCL,0.23434436243526136
0.5,AVEL,SMBVL,1.1306658249760455
0.5,AVEL,RMGR,1.2205886248664322
0.5,AVEL,PVNR,0.9866616782398797
0.5,AVEL,SMBVR,0.6383643822624119
0.5,AVEL,RMDL,1.0493812527985618
0.5,AVEL,RIH,1.3148317263064722
0.5,AVEL,PVNL,1.1883592357783286
0.5,AVEL,PVR,0.8433885244774273
0.5,AVEL,SMDVL,1.1715648987000173
0.5,AVDR,SMDDR,1.4863098461973627
0.5,AVDR,AVFL,1.837376852280034
0.5,AVDR,CEPDL,1.7799794970996723
0.5,AVDR,URADL,1.6825035230120524
0.5,AVDR,PVCR,0.4578101865639608
0.5,AVDR,ADEL,1.9727620509031052
0.5,AVDR,RIAR,1.1585155363328516
0.5,AVDR,AVDR,0.0
0.5,AVDR,AVG,1.0901770374054047
0.5,AVDR,SMBDR,1.1260149888971702
0.5,AVDR,RMGL,1.2647431801718714
0.5,AVDR,AVAR,0.38446601838266736
0.5,AVDR,VC03,1.0814776253476444
0.5,AVDR,HSNL,1.881378720478963
0.5,AVDR,HSNR,1.4961544406815954
0.5,AVDR,DVA,0.7256816640803284
0.5,AVDR,RIAL,1.0607251379919012
0.5,AVDR,SMDDL,1.1286740896267446
0.5,AVDR,SMDVR,1.284598102375135
0.5,AVDR,AVAL,0.4223853144176726
0.5,AVDR,PVCL,0.46978556290560747
0.5,AVDR,SMBVL,1.361186799724367
0.5,AVDR,RMGR,1.1816170724322366
0.5,AVDR,PVNR,1.161564855015173
0.5,AVDR,SMBVR,0.873805582732758
0.5,AVDR,RMDL,1.2999063355802458
0.5,AVDR,RIH,1.5914005691493938
0.5,AVDR,PVNL,1.3888281621287355
0.5,AVDR,PVR,1.0739094992257487
0.5,AVDR,SMDVL,1.1135602081831828
0.5,AVBR,SMDDR,1.2849455166489014
0.5,AVBR,AVFL,1.5592461971111788
0.5,AVBR,CEPDL,1.6145694153007106
0.5,AVBR,URADL,1.461633659427608
0.5,AVBR,PVCR,0.2564458570154994
0.5,AVBR,ADEL,1.771397721354644
0.5,AVBR,RIAR,1.0492117731057737
0.5,AVBR,AVDR,0.641285655934822
0.5,AVBR,AVG,0.8643869480989359
0.5,AVBR,SMBDR,0.9051451253127261
0.5,AVBR,RMGL,1.3563297150699323
0.5,AVBR,AVAR,0.18310168883420597
0.5,AVBR,VC03,0.8473550803125427
0.5,AVBR,HSNL,1.6555886311724939
0.5,AVBR,HSNR,0.9035598267465835
0.5,AVBR,DVA,0.5048118004958841
0.5,AVBR,RIAL,0.819851166374094
0.5,AVBR,SMDDL,0.9273097600782833
0.5,AVBR,SMDVR,1.1066338485248575
0.5,AVBR,AVAL,0.18151134279986536
0.5,AVBR,PVCL,0.24399547359913848
0.5,AVBR,SMBVL,1.1403169361399228
0.5,AVBR,RMGR,1.2302397360303092
0.5,AVBR,PVNR,0.9274423099800713
0.5,AVBR,SMBVR,0.648015493426289
0.5,AVBR,RMDL,1.0590323639624388
0.5,AVBR,RIH,1.703306637504844
0.5,AVBR,PVNL,1.1980103469422057
0.5,AVBR,PVR,0.8530396356413045
0.5,AVBR,SMDVL,1.1812160098638946
0.5,AVBL,SMDDR,1.2372429558222453
0.5,AVBL,AVFL,1.4392258076847158
0.5,AVBL,CEPDL,1.500106947522885
0.5,AVBL,URADL,1.3471711916497824
0.5,AVBL,PVCR,0.20874329618884316
0.5,AVBL,ADEL,1.7236951605279875
0.5,AVBL,RIAR,0.9347493053279482
0.5,AVBL,AVDR,0.5935830951081658
0.5,AVBL,AVG,0.8290220314009324
0.5,AVBL,SMBDR,0.7906826575349004
0.5,AVBL,RMGL,1.3398390311848543
0.5,AVBL,AVAR,0.13539912800754977
0.5,AVBL,VC03,0.5483085942730472
0.5,AVBL,HSNL,1.6202237144744907
0.5,AVBL,HSNR,1.0359396461194124
0.5,AVBL,DVA,0.3903493327180585
0.5,AVBL,RIAL,0.7844862496760907
0.5,AVBL,SMDDL,0.879607199251627
0.5,AVBL,SMDVR,1.0712689318268542
0.5,AVBL,AVAL,0.14614642610186201
0.5,AVBL,PVCL,0.20863055690113513
0.5,AVBL,SMBVL,1.025854468362097
0.5,AVBL,RMGR,1.194874819332306
0.5,AVBL,PVNR,0.6283958239405757
0.5,AVBL,SMBVR,0.6126505767282857
0.5,AVBL,RMDL,1.0236674472644354
0.5,AVBL,RIH,1.5888441697270186
0.5,AVBL,PVNL,1.1626454302442024
0.5,AVBL,PVR,0.7385771678634788
0.5,AVBL,SMDVL,1.0667535420860688
0.5,AVER,SMDDR,1.488777033233288
0.5,AVER,AVFL,1.3150243506606927
0.5,AVER,CEPDL,1.1842786528117704
0.5,AVER,URADL,1.66437475102847
0.5,AVER,PVCR,0.46673353020548525
0.5,AVER,ADEL,1.8061191938504724
0.5,AVER,RIAR,1.1728825521623052
0.5,AVER,AVDR,0.47070084428790193
0.5,AVER,AVG,1.0991003810469293
0.5,AVER,SMBDR,1.1349383325386948
0.5,AVER,RMGL,1.4778819094931759
0.5,AVER,AVAR,0.39338936202419184
0.5,AVER,VC03,1.090400968989169
0.5,AVER,HSNL,1.6549734306242843
0.5,AVER,HSNR,1.5050777843231198
0.5,AVER,DVA,0.7346050077218529
0.5,AVER,RIAL,1.1402418468133355
0.5,AVER,SMDDL,1.1375974332682692
0.5,AVER,SMDVR,1.3343051428899357
0.5,AVER,AVAL,0.5019020232391069
0.5,AVER,PVCL,0.47870890654713194
0.5,AVER,SMBVL,1.3701101433658915
0.5,AVER,RMGR,0.5859162281443346
0.5,AVER,PVNR,1.1704881986566975
0.5,AVER,SMBVR,0.8827289263742825
0.5,AVER,RMDL,1.3794230444016802
0.5,AVER,RIH,1.7768193501032754
0.5,AVER,PVNL,1.5184010273814472
0.5,AVER,PVR,1.082832842867273
0.5,AVER,SMDVL,1.1179494271509014
0.5,AVDL,SMDDR,1.212679602809082
0.5,AVDL,AVFL,1.5224850758084427
0.5,AVDL,CEPDL,1.5254677281355882
0.5,AVDL,URADL,1.3725319722624856
0.5,AVDL,PVCR,0.18417994317567982
0.5,AVDL,ADEL,1.6991318075148243
0.5,AVDL,RIAR,0.9601100859406515
0.5,AVDL,AVDR,0.4321424298290346
0.5,AVDL,AVG,0.7752852609338134
0.5,AVDL,SMBDR,0.8160434381476036
0.5,AVDL,RMGL,1.027958321064954
0.5,AVDL,AVAR,0.11083577499438643
0.5,AVDL,VC03,0.8078473819593635
0.5,AVDL,HSNL,1.5664869440073717
0.5,AVDL,HSNR,1.1896315754996853
0.5,AVDL,DVA,0.41571011333076174
0.5,AVDL,RIAL,0.7307494792089717
0.5,AVDL,SMDDL,0.8550438462384637
0.5,AVDL,SMDVR,1.017532161359735
0.5,AVDL,AVAL,0.09240965563474302
0.5,AVDL,PVCL,0.15489378643401613
0.5,AVDL,SMBVL,1.0512152489748003
0.5,AVDL,RMGR,1.1411380488651868
0.5,AVDL,PVNR,0.8879346116268919
0.5,AVDL,SMBVR,0.5589138062611667
0.5,AVDL,RMDL,0.9699306767973164
0.5,AVDL,RIH,1.494923235240925
0.5,AVDL,PVNL,1.1089086597770832
0.5,AVDL,PVR,0.7639379484761821
0.5,AVDL,SMDVL,1.0921143226987722
0.5,RIAL,SMDDR,0.7744423818114335
0.5,RIAL,AVFL,2.041356429884166
0.5,RIAL,CEPDL,0.9074052007772108
0.5,RIAL,URADL,1.3875012989939104
0.5,RIAL,PVCR,0.8327199350602413
0.5,RIAL,ADEL,1.7995802391560964
0.5,RIAL,RIAR,0.9883766714561382
0.5,RIAL,AVDR,1.2406519946412948
0.5,RIAL,AVG,1.4045487622066326
0.5,RIAL,SMBDR,0.8398000425872308
0.5,RIAL,RMGL,1.4229339169447046
0.5,RIAL,AVAR,0.8554009283829093
0.5,RIAL,VC03,1.456387373843925
0.5,RIAL,HSNL,1.9640495021026143
0.5,RIAL,HSNR,1.8188950767725043
0.5,RIAL,DVA,1.0449736146035806
0.5,RIAL,RIAL,0.0
0.5,RIAL,SMDDL,0.7839083900617285
0.5,RIAL,SMDVR,0.2867826821507634
0.5,RIAL,AVAL,0.7216731569075621
0.5,RIAL,PVCL,0.7841572877068351
0.5,RIAL,SMBVL,1.3184747580477796
0.5,RIAL,RMGR,1.7306492517243637
0.5,RIAL,PVNR,1.5364746035114534
0.5,RIAL,SMBVR,1.09436727318263
0.5,RIAL,RMDL,0.23918119758834472
0.5,RIAL,RIH,1.7541612820035581
0.5,RIAL,PVNL,1.7381721610499024
0.5,RIAL,PVR,1.393201449749001
0.5,RIAL,SMDVL,0.7039117600808245
0.75,AVAL,SMDDR,1.4260969246530144
0.75,AVAL,AVFL,1.2879702731176923
0.75,AVAL,CEPDL,1.5674442516084108
0.75,AVAL,URADL,1.3545230414944431
0.75,AVAL,PVCR,0.1353201672290189
0.75,AVAL,ADEL,2.135020691010463
0.75,AVAL,RIAR,1.0277411216493388
0.75,AVAL,AVDR,0.7092041873365299
0.75,AVAL,AVG,0.7505038841390818
0.75,AVAL,SMBDR,0.7998398659056017
0.75,AVAL,RMGL,1.3936150281126087
0.75,AVAL,AVAR,0.1589249905463541
0.75,AVAL,VC03,0.8592345541413522
0.75,AVAL,HSNL,1.7420609602706252
0.75,AVAL,HSNR,1.1035048374693712
0.75,AVAL,DVA,0.33614116273450434
0.75,AVAL,RIAL,0.7908430686946764
0.75,AVAL,SMDDL,1.1624919993732543
0.75,AVAL,SMDVR,1.07029866184497
0.75,AVAL,AVAL,0.0
0.75,AVAL,PVCL,0.06991667238938584
0.75,AVAL,SMBVL,1.1893988662005621
0.75,AVAL,RMGR,1.142289501449317
0.75,AVAL,PVNR,0.9793653986426449
0.75,AVAL,SMBVR,0.5092800354634449
0.75,AVAL,RMDL,1.1303840958464242
0.75,AVAL,RIH,1.5940623993765652
0.75,AVAL,PVNL,1.0247485062135104
0.75,AVAL,PVR,0.6082986724816544
0.75,AVAL,SMDVL,0.85074747678652
0.75,hyp,SMDDR,inf
0.75,hyp,AVFL,inf
0.75,hyp,CEPDL,inf
0.75,hyp,URADL,inf
0.75,hyp,PVCR,inf
0.75,hyp,ADEL,inf
0.75,hyp,RIAR,inf
0.75,hyp,AVDR,inf
0.75,hyp,AVG,inf
0.75,hyp,SMBDR,inf
0.75,hyp,RMGL,inf
0.75,hyp,AVAR,inf
0.75,hyp,VC03,inf
0.75,hyp,HSNL,inf
0.75,hyp,HSNR,inf
0.75,hyp,DVA,inf
0.75,hyp,RIAL,inf
0.75,hyp,SMDDL,inf
0.75,hyp,SMDVR,inf
0.75,hyp,AVAL,inf
0.75,hyp,PVCL,inf
0.75,hyp,SMBVL,inf
0.75,hyp,RMGR,inf
0.75,hyp,PVNR,inf
0.75,hyp,SMBVR,inf
0.75,hyp,RMDL,inf
0.75,hyp,RIH,inf
0.75,hyp,PVNL,inf
0.75,hyp,PVR,inf
0.75,hyp,SMDVL,inf
0.75,AVAR,SMDDR,1.2671719341066603
0.75,AVAR,AVFL,1.3210329175127167
0.75,AVAR,CEPDL,1.5514598907537314
0.75,AVAR,URADL,1.3042191265373644
0.75,AVAR,PVCR,0.08501625227194008
0.75,AVAR,ADEL,2.084716776053384
0.75,AVAR,RIAR,1.007807133860574
0.75,AVAR,AVDR,0.6039426173175907
0.75,AVAR,AVG,0.783566528534106
0.75,AVAR,SMBDR,0.8329025103006261
0.75,AVAR,RMGL,1.3816559908348012
0.75,AVAR,AVAR,0.0
0.75,AVAR,VC03,0.8300412199712752
0.75,AVAR,HSNL,1.583135969724271
0.75,AVAR,HSNR,1.106818347734106
0.75,AVAR,DVA,0.32015680187982487
0.75,AVAR,RIAL,0.9646490116219828
0.75,AVAR,SMDDL,1.0035670088269002
0.75,AVAR,SMDVR,0.9113736712986158
0.75,AVAR,AVAL,0.17380594292730644
0.75,AVAR,PVCL,0.10297931678441012
0.75,AVAR,SMBVL,1.1734145053458827
0.75,AVAR,RMGR,1.0295644458588504
0.75,AVAR,PVNR,0.950172064472568
0.75,AVAR,SMBVR,0.5423426798584692
0.75,AVAR,RMDL,1.3041900387737306
0.75,AVAR,RIH,1.552145260319885
0.75,AVAR,PVNL,1.1985544491408169
0.75,AVAR,PVR,0.5579947575245756
0.75,AVAR,SMDVL,0.8347631159318405
0.75,AVEL,SMDDR,1.5900493464864058
0.75,AVEL,AVFL,1.4475494040449133
0.75,AVEL,CEPDL,1.3686644946887063
0.75,AVEL,URADL,1.582901624242543
0.75,AVEL,PVCR,0.36369874997711893
0.75,AVEL,ADEL,2.3633992737585627
0.75,AVEL,RIAR,1.2561197043974388
0.75,AVEL,AVDR,0.7183509081452313
0.75,AVEL,AVG,0.9788824668871818
0.75,AVEL,SMBDR,0.9594189968328227
0.75,AVEL,RMGL,1.0218002181957517
0.75,AVEL,AVAR,0.32287741237974554
0.75,AVEL,VC03,1.0876131368894524
0.75,AVEL,HSNL,1.9060133821040166
0.75,AVEL,HSNR,1.3318834202174712
0.75,AVEL,DVA,0.5645197454826043
0.75,AVEL,RIAL,1.0192216514427763
0.75,AVEL,SMDDL,1.3264444212066457
0.75,AVEL,SMDVR,1.2342510836783613
0.75,AVEL,AVAL,0.22837858274810002
0.75,AVEL,PVCL,0.2982952551374859
0.75,AVEL,SMBVL,1.4177774489486623
0.75,AVEL,RMGR,1.352441858238596
0.75,AVEL,PVNR,1.1498930184124403
0.75,AVEL,SMBVR,0.737658618211545
0.75,AVEL,RMDL,1.3587626785945242
0.75,AVEL,RIH,1.2222475894597085
0.75,AVEL,PVNL,1.2531270889616104
0.75,AVEL,PVR,0.8366772552297544
0.75,AVEL,SMDVL,1.07912605953462
0.75,AVDR,SMDDR,1.7406959185180904
0.75,AVDR,AVFL,1.699421125756225
0.75,AVDR,CEPDL,1.9199692456495083
0.75,AVDR,URADL,1.8101772944102985
0.75,AVDR,PVCR,0.6520998952305564
0.75,AVDR,ADEL,2.651800419012001
0.75,AVDR,RIAR,1.3502246037338996
0.75,AVDR,AVDR,0.0
0.75,AVDR,AVG,1.2967147447451588
0.75,AVDR,SMBDR,1.3708287115080284
0.75,AVDR,RMGL,1.657531436924474
0.75,AVDR,AVAR,0.5670836429586164
0.75,AVDR,VC03,1.3971248629298914
0.75,AVDR,HSNL,2.056354974360236
0.75,AVDR,HSNR,1.6739019906927224
0.75,AVDR,DVA,0.8872404448384412
0.75,AVDR,RIAL,1.4122259183699657
0.75,AVDR,SMDDL,1.5706506517855165
0.75,AVDR,SMDVR,1.468563820229369
0.75,AVDR,AVAL,0.6213828496752893
0.75,AVDR,PVCL,0.6700629597430264
0.75,AVDR,SMBVL,1.740498148304499
0.75,AVDR,RMGR,1.022425608648355
0.75,AVDR,PVNR,1.5172557074311843
0.75,AVDR,SMBVR,1.1094263228170855
0.75,AVDR,RMDL,1.7517669455217135
0.75,AVDR,RIH,1.5121008537240905
0.75,AVDR,PVNL,1.4165755765264367
0.75,AVDR,PVR,1.0639529253975097
0.75,AVDR,SMDVL,1.2120069789414405
0.75,AVBR,SMDDR,1.5061101816436833
0.75,AVBR,AVFL,1.4222026290001015
0.75,AVBR,CEPDL,1.7653968170102377
0.75,AVBR,URADL,1.5431573740743876
0.75,AVBR,PVCR,0.3239544998089633
0.75,AVBR,ADEL,2.3236550235904074
0.75,AVBR,RIAR,1.2256936870511654
0.75,AVBR,AVDR,0.8428808648546139
0.75,AVBR,AVG,0.9727708983388799
0.75,AVBR,SMBDR,0.934072221788011
0.75,AVBR,RMGL,1.5594945726048985
0.75,AVBR,AVAR,0.2389382475370232
0.75,AVBR,VC03,0.8543659538021475
0.75,AVBR,HSNL,1.8220742172612945
0.75,AVBR,HSNR,0.8553397401198752
0.75,AVBR,DVA,0.5340937281363309
0.75,AVBR,RIAL,1.0131100828944744
0.75,AVBR,SMDDL,1.2425052563639232
0.75,AVBR,SMDVR,1.150311918835639
0.75,AVBR,AVAL,0.22226701419979802
0.75,AVBR,PVCL,0.29218368658918387
0.75,AVBR,SMBVL,1.3873514316023887
0.75,AVBR,RMGR,1.2494064945952243
0.75,AVBR,PVNR,0.9744967983034403
0.75,AVBR,SMBVR,0.731547049663243
0.75,AVBR,RMDL,1.3526511100462222
0.75,AVBR,RIH,1.759941943868855
0.75,AVBR,PVNL,1.2470155204133084
0.75,AVBR,PVR,0.7969330050615988
0.75,AVBR,SMDVL,1.0487000421883466
0.75,AVBL,SMDDR,1.4345563404036992
0.75,AVBL,AVFL,1.3255053781937403
0.75,AVBL,CEPDL,1.566827087950994
0.75,AVBL,URADL,1.354090120808007
0.75,AVBL,PVCR,0.20232398105166893
0.75,AVBL,ADEL,2.202024504833113
0.75,AVBL,RIAR,1.0271239579919222
0.75,AVBL,AVDR,0.7713270236146297
0.75,AVBL,AVG,0.9141679677363193
0.75,AVBL,SMBDR,0.8373749709816497
0.75,AVBL,RMGL,1.4370869895194802
0.75,AVBL,AVAR,0.16738440629703893
0.75,AVBL,VC03,0.6557962247429042
0.75,AVBL,HSNL,1.75052037602131
0.75,AVBL,HSNR,0.9705761358457852
0.75,AVBL,DVA,0.3355239990770877
0.75,AVBL,RIAL,0.9545071522919139
0.75,AVBL,SMDDL,1.170951415123939
0.75,AVBL,SMDVR,1.0787580775956547
0.75,AVBL,AVAL,0.1636640835972375
0.75,AVBL,PVCL,0.23358075598662334
0.75,AVBL,SMBVL,1.1887817025431455
0.75,AVBL,RMGR,1.1969488521558893
0.75,AVBL,PVNR,0.775927069244197
0.75,AVBL,SMBVR,0.6086649163075062
0.75,AVBL,RMDL,1.2940481794436618
0.75,AVBL,RIH,1.6020162545905277
0.75,AVBL,PVNL,1.1884125898107478
0.75,AVBL,PVR,0.6078657517952182
0.75,AVBL,SMDVL,0.8501303131291034
0.75,AVER,SMDDR,1.697451264135646
0.75,AVER,AVFL,1.055869859324372
0.75,AVER,CEPDL,1.2764179792176555
0.75,AVER,URADL,1.879151654422137
0.75,AVER,PVCR,0.6599487801567127
0.75,AVER,ADEL,2.109178790775709
0.75,AVER,RIAR,0.9752598650616734
0.75,AVER,AVDR,0.5810512664318529
0.75,AVER,AVG,1.3584990564188786
0.75,AVER,SMBDR,1.2677231420457016
0.75,AVER,RMGL,1.605505431210307
0.75,AVER,AVAR,0.5749325278847726
0.75,AVER,VC03,1.4049737478560478
0.75,AVER,HSNL,1.56579347926976
0.75,AVER,HSNR,1.6817508756188786
0.75,AVER,DVA,0.8950893297645974
0.75,AVER,RIAL,1.5079818178390512
0.75,AVER,SMDDL,1.5784995367116725
0.75,AVER,SMDVR,1.4863061991833884
0.75,AVER,AVAL,0.7171387491443747
0.75,AVER,PVCL,0.6779118446691826
0.75,AVER,SMBVL,1.702166841690551
0.75,AVER,RMGR,0.37887434221650196
0.75,AVER,PVNR,1.4581971636253193
0.75,AVER,SMBVR,1.0857091759797948
0.75,AVER,RMDL,1.8336873849794835
0.75,AVER,RIH,1.7993982550452194
0.75,AVER,PVNL,1.7418872553578852
0.75,AVER,PVR,1.1329272854093482
0.75,AVER,SMDVL,0.9269241407263522
0.75,AVDL,SMDDR,1.4199120830847263
0.75,AVDL,AVFL,1.277412140643234
0.75,AVDL,CEPDL,1.5388017580903857
0.75,AVDL,URADL,1.4569592755154306
0.75,AVDL,PVCR,0.23775640125000624
0.75,AVDL,ADEL,2.2374569250314504
0.75,AVDL,RIAR,1.1528420915879398
0.75,AVDL,AVDR,0.5482136447435519
0.75,AVDL,AVG,0.8756048540776828
0.75,AVDL,SMBDR,0.7892817334311434
0.75,AVDL,RMGL,1.191937481597431
0.75,AVDL,AVAR,0.15274014897806615
0.75,AVDL,VC03,0.9827813689493413
0.75,AVDL,HSNL,1.7358761187023373
0.75,AVDL,HSNR,1.2286058074079722
0.75,AVDL,DVA,0.4612421326731053
0.75,AVDL,RIAL,0.9159440386332773
0.75,AVDL,SMDDL,1.1563071578049662
0.75,AVDL,SMDVR,1.064113820276682
0.75,AVDL,AVAL,0.125100969938601
0.75,AVDL,PVCL,0.19501764232798685
0.75,AVDL,SMBVL,1.3144998361391633
0.75,AVDL,RMGR,1.1823045948369164
0.75,AVDL,PVNR,0.979755755010761
0.75,AVDL,SMBVR,0.634381005402046
0.75,AVDL,RMDL,1.2554850657850252
0.75,AVDL,RIH,1.3923848528613876
0.75,AVDL,PVNL,1.1498494761521114
0.75,AVDL,PVR,0.7107349065026418
0.75,AVDL,SMDVL,0.9758484467251209
0.75,RIAL,SMDDR,1.1465120575656351
0.75,RIAL,AVFL,2.120480008479035
0.75,RIAL,CEPDL,0.8611078011658162
0.75,RIAL,URADL,1.5187519484908658
0.75,RIAL,PVCR,0.9678299025903618
0.75,RIAL,ADEL,2.0577036920674785
0.75,RIAL,RIAR,1.4608258767494247
0.75,RIAL,AVDR,1.5417139226978729
0.75,RIAL,AVG,1.5830136195004247
0.75,RIAL,SMBDR,1.188271492452275
0.75,RIAL,RMGL,1.698734644890906
0.75,RIAL,AVAR,0.9914347259076971
0.75,RIAL,VC03,1.691744289502695
0.75,RIAL,HSNL,1.996074253153922
0.75,RIAL,HSNR,1.936014572830714
0.75,RIAL,DVA,1.1686508980958472
0.75,RIAL,RIAL,0.0
0.75,RIAL,SMDDL,1.1531353123653203
0.75,RIAL,SMDVR,0.4145490232261451
0.75,RIAL,AVAL,0.832509735361343
0.75,RIAL,PVCL,0.9024264077507288
0.75,RIAL,SMBVL,1.7360454704050028
0.75,RIAL,RMGR,1.8378870775620175
0.75,RIAL,PVNR,1.811875134003988
0.75,RIAL,SMBVR,1.341789770824788
0.75,RIAL,RMDL,0.33954102715174783
0.75,RIAL,RIH,1.9190286976342172
0.75,RIAL,PVNL,1.8572582415748533
0.75,RIAL,PVR,1.4408084078429972
0.75,RIAL,SMDVL,1.020153354406951
1.0,AVAL,SMDDR,1.4651880564000974
1.0,AVAL,AVFL,1.0832306939889933
1.0,AVAL,CEPDL,1.6097829267784869
1.0,AVAL,URADL,1.3407529442148132
1.0,AVAL,PVCR,0.15959355630535854
1.0,AVAL,ADEL,2.582503045481788
1.0,AVAL,RIAR,1.1219667347943676
1.0,AVAL,AVDR,0.8203803849329061
1.0,AVAL,AVG,0.8181321629790932
1.0,AVAL,SMBDR,0.682390151039539
1.0,AVAL,RMGL,1.1065653404876172
1.0,AVAL,AVAR,0.184122209617361
1.0,AVAL,VC03,0.9444655963053741
1.0,AVAL,HSNL,1.7741368359163892
1.0,AVAL,HSNR,1.086394366664771
1.0,AVAL,DVA,0.3489818677729899
1.0,AVAL,RIAL,0.943346313815124
1.0,AVAL,SMDDL,1.447048156027084
1.0,AVAL,SMDVR,1.0659537713488487
1.0,AVAL,AVAL,0.0
1.0,AVAL,PVCL,0.0773492139794986
1.0,AVAL,SMBVL,1.1869443404663855
1.0,AVAL,RMGR,1.1042079313383117
1.0,AVAL,PVNR,1.047466624256807
1.0,AVAL,SMBVR,0.5520559203004664
1.0,AVAL,RMDL,1.383247170530275
1.0,AVAL,RIH,1.3947226989428148
1.0,AVAL,PVNL,1.0329980082846806
1.0,AVAL,PVR,0.4568982299755392
1.0,AVAL,SMDVL,0.7017902865090107
1.0,hyp,SMDDR,inf
1.0,hyp,AVFL,inf
1.0,hyp,CEPDL,inf
1.0,hyp,URADL,inf
1.0,hyp,PVCR,inf
1.0,hyp,ADEL,inf
1.0,hyp,RIAR,inf
1.0,hyp,AVDR,inf
1.0,hyp,AVG,inf
1.0,hyp,SMBDR,inf
1.0,hyp,RMGL,inf
1.0,hyp,AVAR,inf
1.0,hyp,VC03,inf
1.0,hyp,HSNL,inf
1.0,hyp,HSNR,inf
1.0,hyp,DVA,inf
1.0,hyp,RIAL,inf
1.0,hyp,SMDDL,inf
1.0,hyp,SMDVR,inf
1.0,hyp,AVAL,inf
1.0,hyp,PVCL,inf
1.0,hyp,SMBVL,inf
1.0,hyp,RMGR,inf
1.0,hyp,PVNR,inf
1.0,hyp,SMBVR,inf
1.0,hyp,RMDL,inf
1.0,hyp,RIH,inf
1.0,hyp,PVNL,inf
1.0,hyp,PVR,inf
1.0,hyp,SMDVL,inf
1.0,AVAR,SMDDR,1.2810658467827365
1.0,AVAR,AVFL,1.12008293270828
1.0,AVAR,CEPDL,1.5398037901718271
1.0,AVAR,URADL,1.2672656117589556
1.0,AVAR,PVCR,0.09668833636258678
1.0,AVAR,ADEL,2.5102732659558233
1.0,AVAR,RIAR,1.0257551724486205
1.0,AVAR,AVDR,0.7497012675345655
1.0,AVAR,AVG,0.8614220380454748
1.0,AVAR,SMBDR,0.7192423897588258
1.0,AVAR,RMGL,0.9445386999434685
1.0,AVAR,AVAR,0.0
1.0,AVAR,VC03,0.9626535397992892
1.0,AVAR,HSNL,1.590014626299028
1.0,AVAR,HSNR,1.1018944597330076
